J2000_name,Julian_date,Q/I_inst,err_Q/I_inst,U/I_inst,err_U/I_inst,Q/I,err_Q/I,U/I,err_U/I,PD[%],err_PD[%],EVPA[deg],err_EVPA[deg]
RBPLJ1555+1111,2457609.2726,0.050,0.002,-0.048,0.002,0.049,0.003,-0.049,0.003,7.0,0.3,-22.6,1.3
RBPLJ1555+1111,2457612.2643,0.047,0.003,-0.040,0.002,0.047,0.003,-0.041,0.003,6.2,0.3,-20.7,1.5
RBPLJ1555+1111,2457613.2621,0.037,0.003,-0.028,0.003,0.038,0.003,-0.029,0.003,4.8,0.3,-18.9,2.0
RBPLJ1555+1111,2457616.2700,0.031,0.003,-0.013,0.002,0.032,0.003,-0.014,0.003,3.5,0.3,-11.9,2.5
RBPLJ1555+1111,2457617.2693,0.032,0.003,-0.014,0.002,0.033,0.003,-0.014,0.003,3.6,0.3,-11.9,2.4
RBPLJ1555+1111,2457618.2780,0.026,0.003,-0.024,0.002,0.027,0.003,-0.025,0.003,3.7,0.3,-21.5,2.4
RBPLJ1555+1111,2457619.2681,0.031,0.003,-0.031,0.002,0.031,0.003,-0.032,0.003,4.5,0.3,-22.9,1.9
RBPLJ1555+1111,2457620.2628,0.035,0.002,-0.027,0.002,0.035,0.003,-0.028,0.003,4.5,0.3,-19.2,1.9
RBPLJ1555+1111,2457621.2703,0.034,0.003,-0.014,0.002,0.035,0.003,-0.015,0.003,3.8,0.3,-11.9,2.2
RBPLJ1555+1111,2457623.2623,0.017,0.002,-0.002,0.002,0.018,0.003,-0.002,0.002,1.8,0.3,-3.1,4.5
RBPLJ1555+1111,2457624.2525,0.029,0.003,-0.011,0.002,0.030,0.003,-0.011,0.003,3.2,0.3,-10.4,2.8
RBPLJ1555+1111,2457628.3105,0.057,0.003,0.037,0.003,0.060,0.004,0.035,0.004,7.0,0.4,15.2,1.6
RBPLJ1555+1111,2457629.2520,0.048,0.003,0.036,0.003,0.051,0.004,0.034,0.004,6.1,0.4,16.9,1.7
RBPLJ1555+1111,2457630.2903,0.031,0.003,0.045,0.003,0.034,0.004,0.044,0.003,5.5,0.3,26.0,1.7
RBPLJ1555+1111,2457631.2450,0.006,0.003,0.038,0.002,0.009,0.003,0.038,0.003,3.9,0.3,38.2,2.0
RBPLJ1555+1111,2457633.2342,-0.013,0.003,0.004,0.003,-0.012,0.003,0.005,0.003,1.3,0.3,78.0,7.6
RBPLJ1555+1111,2457634.2326,-0.011,0.002,0.017,0.002,-0.009,0.002,0.017,0.002,1.9,0.2,58.5,3.0
RBPLJ1555+1111,2457636.2535,-0.016,0.003,0.012,0.003,-0.014,0.003,0.013,0.003,1.9,0.3,68.3,4.8
RBPLJ1555+1111,2457637.2268,-0.007,0.002,-0.009,0.002,-0.006,0.002,-0.009,0.002,1.1,0.2,-61.8,6.1
RBPLJ1555+1111,2457927.2925,0.016,0.003,0.016,0.002,0.018,0.003,0.015,0.002,2.4,0.3,20.0,3.5
RBPLJ1555+1111,2457927.2942,0.020,0.003,0.013,0.002,0.022,0.003,0.013,0.002,2.5,0.3,15.2,3.4
RBPLJ1555+1111,2457927.2960,0.018,0.003,0.015,0.002,0.020,0.003,0.015,0.002,2.5,0.3,18.3,3.3
RBPLJ1555+1111,2457927.2978,0.015,0.003,0.019,0.002,0.018,0.003,0.018,0.002,2.5,0.3,23.0,3.1
RBPLJ1555+1111,2457927.2995,0.022,0.003,0.014,0.002,0.024,0.003,0.013,0.003,2.7,0.3,14.6,3.3
RBPLJ1555+1111,2457927.3013,0.023,0.003,0.014,0.002,0.025,0.003,0.013,0.002,2.9,0.3,14.0,3.0
RBPLJ1555+1111,2457927.3031,0.016,0.002,0.017,0.002,0.018,0.003,0.017,0.002,2.5,0.3,21.6,3.1
RBPLJ1555+1111,2457927.3101,0.019,0.003,0.014,0.002,0.021,0.003,0.014,0.002,2.5,0.3,16.7,3.3
RBPLJ1555+1111,2457927.3114,0.021,0.004,0.013,0.003,0.023,0.004,0.013,0.003,2.6,0.4,14.6,4.2
RBPLJ1555+1111,2457927.3178,0.023,0.003,0.013,0.002,0.024,0.003,0.013,0.002,2.8,0.3,13.9,3.0
RBPLJ1555+1111,2457927.3195,0.025,0.003,0.013,0.002,0.027,0.003,0.013,0.003,3.0,0.3,12.7,2.8
RBPLJ1555+1111,2457927.3213,0.025,0.003,0.013,0.002,0.027,0.003,0.012,0.003,3.0,0.3,12.1,2.8
RBPLJ1555+1111,2457927.3230,0.022,0.003,0.015,0.002,0.024,0.003,0.014,0.002,2.8,0.3,15.4,2.9
RBPLJ1555+1111,2457927.3248,0.016,0.003,0.016,0.002,0.018,0.003,0.016,0.002,2.4,0.3,20.8,3.7
RBPLJ1555+1111,2457927.3266,0.014,0.003,0.013,0.002,0.016,0.003,0.013,0.002,2.0,0.3,19.1,4.2
RBPLJ1555+1111,2457927.3283,0.024,0.003,0.015,0.002,0.026,0.003,0.014,0.002,3.0,0.3,14.3,2.9
RBPLJ1555+1111,2457927.3301,0.015,0.003,0.011,0.002,0.016,0.003,0.011,0.002,2.0,0.3,16.7,4.2
RBPLJ1555+1111,2457927.3319,0.023,0.003,0.017,0.002,0.025,0.003,0.016,0.002,3.0,0.3,16.5,2.8
RBPLJ1555+1111,2457927.3336,0.023,0.003,0.014,0.002,0.025,0.003,0.014,0.002,2.8,0.3,14.7,2.9
RBPLJ1555+1111,2457927.3354,0.024,0.003,0.018,0.002,0.026,0.003,0.017,0.002,3.1,0.3,17.0,2.6
RBPLJ1555+1111,2457927.3371,0.020,0.004,0.012,0.003,0.022,0.004,0.012,0.003,2.5,0.4,14.3,4.4
RBPLJ1555+1111,2457927.3437,0.018,0.003,0.017,0.002,0.020,0.003,0.016,0.002,2.6,0.3,19.9,3.3
RBPLJ1555+1111,2457927.3455,0.029,0.003,0.013,0.002,0.031,0.003,0.012,0.003,3.3,0.3,11.1,2.6
RBPLJ1555+1111,2457927.3473,0.023,0.003,0.014,0.002,0.025,0.003,0.013,0.002,2.9,0.3,13.6,3.0
RBPLJ1555+1111,2457927.3490,0.011,0.003,0.012,0.002,0.013,0.003,0.012,0.002,1.8,0.3,21.4,4.8
RBPLJ1555+1111,2457927.3508,0.021,0.003,0.015,0.002,0.023,0.003,0.014,0.002,2.7,0.3,15.9,3.2
RBPLJ1555+1111,2457927.3525,0.015,0.003,0.013,0.002,0.017,0.003,0.013,0.002,2.1,0.3,18.2,3.8
RBPLJ1555+1111,2457927.3642,0.021,0.002,0.013,0.002,0.023,0.003,0.012,0.002,2.6,0.3,13.8,2.9
RBPLJ1555+1111,2457927.3662,0.019,0.002,0.017,0.002,0.021,0.003,0.016,0.002,2.7,0.3,18.5,2.8
RBPLJ1555+1111,2457927.3682,0.020,0.002,0.015,0.002,0.022,0.003,0.014,0.002,2.6,0.3,16.6,2.9
RBPLJ1555+1111,2457927.3702,0.023,0.003,0.016,0.002,0.025,0.003,0.015,0.002,2.9,0.3,15.7,2.8
RBPLJ1555+1111,2457927.3799,0.020,0.002,0.017,0.002,0.022,0.003,0.017,0.002,2.8,0.3,18.4,2.8
RBPLJ1555+1111,2457927.3819,0.020,0.002,0.014,0.002,0.022,0.003,0.014,0.002,2.6,0.3,15.9,2.9
RBPLJ1555+1111,2457927.3839,0.019,0.002,0.017,0.002,0.021,0.003,0.017,0.002,2.7,0.3,18.8,2.9
RBPLJ1555+1111,2457927.3974,0.019,0.003,0.018,0.002,0.021,0.003,0.018,0.002,2.8,0.3,20.1,2.9
RBPLJ1555+1111,2457927.4057,0.017,0.002,0.013,0.002,0.019,0.003,0.013,0.002,2.3,0.3,17.1,3.3
RBPLJ1555+1111,2457927.4076,0.021,0.002,0.014,0.002,0.022,0.003,0.013,0.002,2.6,0.3,15.4,2.9
RBPLJ1555+1111,2457927.4096,0.020,0.002,0.015,0.002,0.022,0.003,0.014,0.002,2.6,0.3,16.6,2.9
RBPLJ1555+1111,2457927.4116,0.017,0.002,0.013,0.002,0.019,0.003,0.012,0.002,2.3,0.3,16.5,3.3
RBPLJ1555+1111,2457927.4136,0.021,0.002,0.014,0.002,0.023,0.003,0.014,0.002,2.7,0.3,15.5,2.9
RBPLJ1555+1111,2457927.4156,0.019,0.002,0.012,0.002,0.021,0.003,0.011,0.002,2.4,0.3,14.0,3.2
RBPLJ1555+1111,2457927.4176,0.019,0.002,0.013,0.002,0.021,0.003,0.012,0.002,2.4,0.3,15.6,3.1
RBPLJ1555+1111,2457927.4196,0.016,0.002,0.014,0.002,0.018,0.003,0.014,0.002,2.3,0.3,18.8,3.2
RBPLJ1555+1111,2457927.4216,0.016,0.002,0.014,0.002,0.018,0.003,0.014,0.002,2.3,0.3,18.7,3.4
RBPLJ1555+1111,2457927.4236,0.015,0.002,0.011,0.002,0.017,0.003,0.011,0.002,2.1,0.3,16.2,3.6
RBPLJ1555+1111,2457927.4256,0.016,0.003,0.015,0.002,0.018,0.003,0.014,0.002,2.3,0.3,19.0,3.4
RBPLJ1555+1111,2457927.4276,0.019,0.002,0.012,0.002,0.021,0.003,0.011,0.002,2.4,0.3,14.2,3.3
RBPLJ1555+1111,2457927.4296,0.023,0.002,0.014,0.002,0.025,0.003,0.014,0.002,2.8,0.3,14.4,2.7
RBPLJ1555+1111,2457927.4316,0.016,0.003,0.013,0.002,0.018,0.003,0.013,0.002,2.2,0.3,18.3,3.6
RBPLJ1555+1111,2457927.4337,0.022,0.002,0.015,0.002,0.024,0.003,0.015,0.002,2.8,0.3,15.6,2.8
RBPLJ1555+1111,2457927.4359,0.022,0.002,0.014,0.002,0.024,0.003,0.013,0.002,2.7,0.3,14.3,2.8
RBPLJ1555+1111,2457927.4378,0.022,0.002,0.014,0.002,0.024,0.003,0.013,0.002,2.8,0.3,14.5,2.8
RBPLJ1555+1111,2457927.4398,0.020,0.002,0.014,0.002,0.022,0.003,0.013,0.002,2.5,0.3,15.7,3.0
RBPLJ1555+1111,2457927.4418,0.023,0.002,0.011,0.002,0.025,0.003,0.011,0.002,2.7,0.3,11.5,3.0
RBPLJ1555+1111,2457927.4438,0.020,0.002,0.011,0.002,0.022,0.003,0.010,0.002,2.4,0.3,12.2,3.2
RBPLJ1555+1111,2457927.4745,0.023,0.002,0.008,0.002,0.025,0.003,0.007,0.002,2.6,0.3,8.4,3.2
RBPLJ1555+1111,2457927.4767,0.022,0.003,0.008,0.002,0.024,0.003,0.007,0.002,2.5,0.3,8.6,3.3
RBPLJ1555+1111,2457927.4793,0.021,0.004,0.012,0.003,0.022,0.004,0.012,0.003,2.5,0.4,14.0,4.5
RBPLJ1555+1111,2457927.4809,0.022,0.003,0.013,0.002,0.024,0.003,0.013,0.003,2.7,0.3,13.7,3.1
RBPLJ1555+1111,2457927.4828,0.022,0.002,0.012,0.002,0.024,0.003,0.011,0.002,2.7,0.3,12.2,3.0
RBPLJ1555+1111,2457927.4848,0.020,0.003,0.011,0.002,0.021,0.003,0.011,0.002,2.4,0.3,13.6,3.4
RBPLJ1555+1111,2457927.4868,0.022,0.003,0.012,0.002,0.024,0.003,0.012,0.002,2.6,0.3,13.4,3.1
RBPLJ1555+1111,2457927.4888,0.019,0.003,0.010,0.002,0.021,0.003,0.009,0.002,2.3,0.3,12.0,3.7
RBPLJ1555+1111,2457927.4908,0.020,0.003,0.013,0.002,0.022,0.003,0.012,0.002,2.6,0.3,14.5,3.2
RBPLJ1555+1111,2457927.4930,0.021,0.002,0.010,0.002,0.023,0.003,0.009,0.002,2.5,0.3,10.7,3.3
RBPLJ1555+1111,2457927.4950,0.023,0.003,0.009,0.002,0.025,0.003,0.008,0.003,2.7,0.3,9.3,3.3
RBPLJ1555+1111,2457927.4970,0.022,0.003,0.012,0.002,0.024,0.003,0.012,0.002,2.7,0.3,13.0,3.2
RBPLJ1555+1111,2457927.4989,0.024,0.003,0.013,0.002,0.026,0.003,0.012,0.003,2.8,0.3,12.6,3.2
RBPLJ1555+1111,2457927.5011,0.013,0.003,0.012,0.002,0.015,0.003,0.012,0.002,1.9,0.3,18.6,4.3
RBPLJ1555+1111,2457927.5032,0.022,0.003,0.014,0.002,0.024,0.003,0.014,0.002,2.8,0.3,14.6,3.0
RBPLJ1555+1111,2457927.5052,0.024,0.003,0.012,0.002,0.026,0.003,0.011,0.002,2.8,0.3,12.0,2.9
RBPLJ1555+1111,2457927.5072,0.023,0.003,0.009,0.002,0.025,0.003,0.009,0.002,2.6,0.3,9.5,3.3
RBPLJ1555+1111,2457927.5092,0.024,0.002,0.009,0.002,0.026,0.003,0.008,0.002,2.7,0.3,8.6,3.0
RBPLJ1555+1111,2457928.3547,0.024,0.002,0.004,0.002,0.026,0.003,0.004,0.002,2.6,0.3,4.2,2.8
RBPLJ1555+1111,2457928.3562,0.026,0.002,0.004,0.002,0.028,0.003,0.003,0.002,2.8,0.3,3.1,2.6
RBPLJ1555+1111,2457928.3578,0.026,0.002,0.003,0.002,0.028,0.003,0.002,0.002,2.8,0.3,2.3,2.6
RBPLJ1555+1111,2457928.3593,0.027,0.002,0.004,0.002,0.029,0.003,0.003,0.002,2.9,0.3,3.2,2.6
RBPLJ1555+1111,2457928.3609,0.026,0.002,0.004,0.002,0.028,0.003,0.003,0.002,2.8,0.3,3.4,2.7
RBPLJ1555+1111,2457928.3630,0.026,0.002,0.001,0.002,0.027,0.003,0.000,0.002,2.7,0.3,0.4,2.8
RBPLJ1555+1111,2457928.3645,0.028,0.002,0.005,0.002,0.030,0.003,0.004,0.002,3.0,0.3,3.6,2.6
RBPLJ1555+1111,2457928.3676,0.029,0.002,0.003,0.002,0.031,0.003,0.002,0.002,3.1,0.3,2.2,2.4
RBPLJ1555+1111,2457928.3692,0.029,0.002,0.003,0.002,0.030,0.003,0.002,0.002,3.0,0.3,1.8,2.6
RBPLJ1555+1111,2457928.3708,0.028,0.002,0.002,0.002,0.029,0.003,0.001,0.002,2.9,0.3,1.4,2.6
RBPLJ1555+1111,2457928.3723,0.030,0.002,0.007,0.002,0.031,0.003,0.006,0.002,3.2,0.3,5.5,2.4
RBPLJ1555+1111,2457928.3739,0.027,0.002,0.003,0.002,0.028,0.002,0.003,0.002,2.8,0.3,2.8,2.5
RBPLJ1555+1111,2457928.3754,0.028,0.002,0.003,0.002,0.030,0.003,0.002,0.002,3.0,0.3,2.1,2.5
RBPLJ1555+1111,2457928.3770,0.030,0.002,0.001,0.002,0.031,0.003,0.000,0.002,3.1,0.3,0.0,2.3
RBPLJ1555+1111,2457928.3793,0.027,0.002,0.004,0.002,0.029,0.002,0.003,0.002,2.9,0.2,2.8,2.4
RBPLJ1555+1111,2457928.3809,0.026,0.002,0.000,0.002,0.028,0.003,-0.001,0.002,2.8,0.3,-0.9,2.6
RBPLJ1555+1111,2457928.3824,0.027,0.002,0.005,0.002,0.028,0.003,0.005,0.002,2.9,0.3,4.7,2.5
RBPLJ1555+1111,2457928.3840,0.029,0.002,0.002,0.002,0.030,0.003,0.001,0.002,3.0,0.3,0.9,2.4
RBPLJ1555+1111,2457928.3856,0.028,0.002,0.002,0.002,0.030,0.003,0.001,0.002,3.0,0.3,1.4,2.4
RBPLJ1555+1111,2457928.3871,0.029,0.002,0.001,0.002,0.030,0.003,0.000,0.002,3.0,0.3,0.5,2.5
RBPLJ1555+1111,2457928.3887,0.025,0.002,0.003,0.002,0.026,0.003,0.003,0.002,2.6,0.3,2.7,2.8
RBPLJ1555+1111,2457928.3902,0.026,0.002,0.003,0.002,0.028,0.003,0.003,0.002,2.8,0.3,2.7,2.7
RBPLJ1555+1111,2457928.3918,0.027,0.002,0.000,0.002,0.028,0.003,-0.001,0.002,2.8,0.3,-0.8,2.6
RBPLJ1555+1111,2457928.3933,0.028,0.002,0.001,0.002,0.029,0.002,0.000,0.002,2.9,0.2,-0.0,2.4
RBPLJ1555+1111,2457928.3953,0.029,0.002,0.004,0.002,0.031,0.002,0.003,0.002,3.1,0.2,2.6,2.3
RBPLJ1555+1111,2457928.3969,0.025,0.002,0.000,0.002,0.027,0.003,0.000,0.002,2.7,0.3,-0.3,2.8
RBPLJ1555+1111,2457928.3984,0.029,0.002,0.001,0.002,0.031,0.002,0.000,0.002,3.1,0.3,0.4,2.3
RBPLJ1555+1111,2457928.4000,0.028,0.002,-0.001,0.002,0.029,0.002,-0.002,0.002,2.9,0.2,-2.0,2.4
RBPLJ1555+1111,2457928.4015,0.029,0.002,0.000,0.002,0.030,0.002,-0.001,0.002,3.0,0.2,-0.9,2.3
RBPLJ1555+1111,2457928.4031,0.028,0.002,0.000,0.002,0.029,0.002,-0.001,0.002,2.9,0.3,-1.2,2.5
RBPLJ1555+1111,2457928.4046,0.028,0.002,0.002,0.002,0.030,0.003,0.002,0.002,3.0,0.3,1.5,2.5
RBPLJ1555+1111,2457928.4062,0.028,0.002,0.001,0.002,0.030,0.003,0.000,0.002,3.0,0.3,0.3,2.4
RBPLJ1555+1111,2457928.4077,0.029,0.002,0.001,0.002,0.030,0.003,0.000,0.002,3.0,0.3,-0.1,2.4
RBPLJ1555+1111,2457928.4093,0.024,0.002,-0.001,0.002,0.026,0.003,-0.001,0.002,2.6,0.3,-1.5,2.9
RBPLJ1555+1111,2457928.4109,0.025,0.002,-0.002,0.002,0.026,0.003,-0.003,0.002,2.6,0.3,-2.8,2.7
RBPLJ1555+1111,2457928.4124,0.029,0.002,0.000,0.002,0.030,0.002,-0.001,0.002,3.0,0.3,-1.1,2.4
RBPLJ1555+1111,2457928.4140,0.028,0.002,0.001,0.002,0.029,0.002,0.000,0.002,2.9,0.2,0.1,2.4
RBPLJ1555+1111,2457928.4155,0.027,0.002,0.000,0.002,0.029,0.002,-0.001,0.002,2.9,0.3,-0.8,2.5
RBPLJ1555+1111,2457928.4171,0.027,0.002,-0.001,0.002,0.028,0.002,-0.001,0.002,2.9,0.2,-1.5,2.5
RBPLJ1555+1111,2457928.4187,0.027,0.002,0.002,0.002,0.029,0.002,0.001,0.002,2.9,0.2,1.3,2.5
RBPLJ1555+1111,2457928.4202,0.026,0.002,0.000,0.002,0.028,0.002,-0.001,0.002,2.8,0.3,-1.1,2.6
RBPLJ1555+1111,2457928.4218,0.028,0.002,0.001,0.002,0.029,0.003,0.001,0.002,2.9,0.3,0.6,2.5
RBPLJ1555+1111,2457928.4233,0.029,0.002,0.002,0.002,0.031,0.002,0.001,0.002,3.1,0.3,1.1,2.3
RBPLJ1555+1111,2457928.4249,0.026,0.002,-0.003,0.002,0.027,0.002,-0.004,0.002,2.8,0.3,-3.7,2.6
RBPLJ1555+1111,2457928.4265,0.030,0.002,-0.002,0.002,0.031,0.003,-0.003,0.002,3.1,0.3,-2.8,2.5
RBPLJ1555+1111,2457928.4280,0.030,0.002,0.001,0.002,0.031,0.003,0.000,0.002,3.1,0.3,0.1,2.4
RBPLJ1555+1111,2457928.4296,0.032,0.002,-0.001,0.002,0.034,0.002,-0.002,0.002,3.4,0.3,-1.3,2.1
RBPLJ1555+1111,2457928.4311,0.027,0.002,-0.004,0.002,0.028,0.003,-0.004,0.002,2.9,0.3,-4.3,2.5
RBPLJ1555+1111,2457928.4327,0.031,0.002,0.000,0.002,0.032,0.003,-0.001,0.002,3.2,0.3,-0.7,2.3
RBPLJ1555+1111,2457928.4344,0.028,0.002,0.000,0.002,0.029,0.003,0.000,0.002,2.9,0.3,-0.3,2.6
RBPLJ1555+1111,2457928.4359,0.028,0.002,0.000,0.002,0.029,0.003,0.000,0.002,2.9,0.3,-0.4,2.5
RBPLJ1555+1111,2457928.4375,0.024,0.002,-0.002,0.002,0.025,0.003,-0.003,0.002,2.5,0.3,-3.3,2.8
RBPLJ1555+1111,2457928.4391,0.028,0.002,0.001,0.002,0.029,0.002,0.000,0.002,2.9,0.3,0.2,2.4
RBPLJ1555+1111,2457928.4406,0.028,0.002,0.002,0.002,0.030,0.003,0.002,0.002,3.0,0.3,1.6,2.4
RBPLJ1555+1111,2457928.4422,0.025,0.002,0.001,0.002,0.027,0.003,0.000,0.002,2.7,0.3,0.1,2.7
RBPLJ1555+1111,2457928.4437,0.028,0.002,0.000,0.002,0.030,0.003,-0.001,0.002,3.0,0.3,-0.8,2.4
RBPLJ1555+1111,2457928.4453,0.025,0.002,-0.001,0.002,0.027,0.003,-0.002,0.002,2.7,0.3,-1.7,2.7
RBPLJ1555+1111,2457928.4468,0.028,0.002,-0.001,0.002,0.030,0.002,-0.002,0.002,3.0,0.3,-1.6,2.4
RBPLJ1555+1111,2457928.4484,0.030,0.002,0.001,0.002,0.032,0.003,0.000,0.002,3.2,0.3,0.1,2.3
RBPLJ1555+1111,2457928.4500,0.030,0.002,-0.002,0.002,0.032,0.003,-0.003,0.002,3.2,0.3,-2.5,2.3
RBPLJ1555+1111,2457928.4515,0.029,0.002,-0.001,0.002,0.031,0.003,-0.001,0.002,3.1,0.3,-1.3,2.4
RBPLJ1555+1111,2457928.4531,0.026,0.002,0.000,0.002,0.027,0.003,0.000,0.002,2.7,0.3,-0.4,2.7
RBPLJ1555+1111,2457928.4546,0.030,0.002,-0.001,0.002,0.031,0.002,-0.002,0.002,3.1,0.3,-1.4,2.3
RBPLJ1555+1111,2457928.4562,0.029,0.002,-0.001,0.002,0.031,0.003,-0.002,0.002,3.1,0.3,-2.1,2.5
RBPLJ1555+1111,2457928.4578,0.029,0.002,-0.004,0.002,0.030,0.003,-0.004,0.002,3.1,0.3,-4.2,2.4
RBPLJ1555+1111,2457928.4593,0.026,0.002,0.002,0.002,0.027,0.003,0.001,0.003,2.7,0.3,1.3,2.9
RBPLJ1555+1111,2457928.4609,0.026,0.002,0.002,0.002,0.027,0.003,0.001,0.002,2.7,0.3,1.1,2.7
RBPLJ1555+1111,2457928.4624,0.028,0.002,-0.001,0.002,0.029,0.003,-0.002,0.002,2.9,0.3,-1.5,2.5
RBPLJ1555+1111,2457928.4640,0.029,0.002,0.001,0.002,0.031,0.003,0.000,0.002,3.1,0.3,0.1,2.3
RBPLJ1555+1111,2457928.4655,0.026,0.002,-0.003,0.002,0.027,0.003,-0.004,0.002,2.8,0.3,-3.6,2.7
RBPLJ1555+1111,2457928.4671,0.028,0.002,-0.001,0.002,0.029,0.003,-0.001,0.002,3.0,0.3,-1.2,2.5
RBPLJ1555+1111,2457928.4687,0.029,0.002,-0.003,0.002,0.031,0.003,-0.004,0.002,3.1,0.3,-3.6,2.4
RBPLJ1555+1111,2457928.4702,0.026,0.002,-0.003,0.002,0.028,0.003,-0.004,0.002,2.8,0.3,-3.8,2.7
RBPLJ1555+1111,2457928.4718,0.028,0.002,-0.003,0.002,0.030,0.003,-0.004,0.002,3.0,0.3,-3.9,2.5
RBPLJ1555+1111,2457928.4736,0.031,0.002,-0.001,0.002,0.032,0.003,-0.001,0.002,3.2,0.3,-1.3,2.3
RBPLJ1555+1111,2457928.4751,0.029,0.002,-0.001,0.002,0.030,0.003,-0.002,0.002,3.0,0.3,-1.8,2.6
RBPLJ1555+1111,2457928.4767,0.027,0.002,0.001,0.002,0.028,0.003,0.001,0.002,2.8,0.3,0.7,2.7
RBPLJ1555+1111,2457928.4783,0.027,0.002,0.003,0.002,0.029,0.003,0.002,0.002,2.9,0.3,2.0,2.7
RBPLJ1555+1111,2457928.4798,0.030,0.002,-0.001,0.002,0.032,0.003,-0.002,0.002,3.2,0.3,-2.0,2.5
RBPLJ1555+1111,2457928.4814,0.026,0.002,-0.001,0.002,0.027,0.003,-0.001,0.002,2.7,0.3,-1.5,2.9
RBPLJ1555+1111,2457928.4829,0.029,0.002,0.001,0.002,0.030,0.003,0.000,0.002,3.0,0.3,0.5,2.5
RBPLJ1555+1111,2457928.4845,0.028,0.002,0.001,0.002,0.030,0.003,0.001,0.002,3.0,0.3,0.5,2.6
RBPLJ1555+1111,2457928.4860,0.028,0.002,-0.001,0.002,0.030,0.003,-0.002,0.002,3.0,0.3,-2.1,2.6
RBPLJ1555+1111,2457928.4876,0.028,0.002,0.000,0.002,0.029,0.003,-0.001,0.002,2.9,0.3,-1.1,2.6
RBPLJ1555+1111,2457928.4892,0.029,0.002,0.002,0.002,0.031,0.003,0.001,0.002,3.1,0.3,1.1,2.6
RBPLJ1555+1111,2457928.4907,0.028,0.002,-0.001,0.002,0.029,0.003,-0.001,0.002,2.9,0.3,-1.3,2.7
RBPLJ1555+1111,2457928.4923,0.026,0.002,-0.001,0.002,0.027,0.003,-0.001,0.002,2.7,0.3,-1.5,3.0
RBPLJ1555+1111,2457928.4938,0.029,0.002,-0.002,0.002,0.031,0.003,-0.003,0.002,3.1,0.3,-2.4,2.7
RBPLJ1555+1111,2457928.4954,0.028,0.002,-0.002,0.002,0.029,0.003,-0.002,0.002,2.9,0.3,-2.4,2.7
RBPLJ1555+1111,2457928.4969,0.027,0.002,-0.001,0.002,0.029,0.003,-0.001,0.002,2.9,0.3,-1.3,2.8
RBPLJ1555+1111,2457928.4985,0.027,0.002,0.001,0.002,0.029,0.003,0.001,0.002,2.9,0.3,0.7,2.8
RBPLJ1555+1111,2457928.5016,0.033,0.003,-0.004,0.002,0.035,0.003,-0.005,0.003,3.5,0.3,-4.0,2.4
RBPLJ1558+5625,2456453.3522,0.050,0.005,-0.035,0.004,0.050,0.005,-0.037,0.005,6.2,0.5,-18.0,2.4
RBPLJ1558+5625,2456485.3560,-0.068,0.005,-0.066,0.005,-0.069,0.006,-0.063,0.006,9.3,0.6,-68.9,1.8
RBPLJ1558+5625,2456490.3201,-0.057,0.005,-0.084,0.005,-0.059,0.006,-0.081,0.005,10.0,0.6,-63.0,1.6
RBPLJ1558+5625,2456509.3529,-0.098,0.004,-0.094,0.004,-0.100,0.005,-0.089,0.006,13.4,0.6,-69.1,1.2
RBPLJ1558+5625,2456518.3148,-0.022,0.004,0.032,0.004,-0.020,0.004,0.034,0.005,3.9,0.5,60.1,3.3
RBPLJ1558+5625,2456521.2983,-0.041,0.005,0.050,0.006,-0.038,0.006,0.052,0.007,6.4,0.6,63.2,2.9
RBPLJ1558+5625,2456524.2971,-0.079,0.005,0.048,0.005,-0.076,0.006,0.051,0.006,9.1,0.6,72.9,1.9
RBPLJ1558+5625,2456526.2743,-0.038,0.004,-0.002,0.005,-0.036,0.005,0.000,0.005,3.6,0.5,89.8,3.7
RBPLJ1558+5625,2456529.2842,-0.058,0.003,-0.003,0.003,-0.057,0.004,-0.001,0.004,5.7,0.3,-89.7,1.8
RBPLJ1558+5625,2456532.2901,0.014,0.004,0.011,0.004,0.016,0.004,0.011,0.004,1.9,0.4,17.7,6.4
RBPLJ1558+5625,2456538.3105,-0.026,0.004,0.027,0.004,-0.024,0.005,0.028,0.005,3.7,0.5,65.3,3.7
RBPLJ1558+5625,2456542.3007,-0.044,0.004,0.006,0.004,-0.042,0.004,0.008,0.004,4.3,0.4,84.7,2.6
RBPLJ1558+5625,2456549.2717,-0.026,0.005,-0.011,0.006,-0.025,0.005,-0.010,0.006,2.7,0.6,-79.5,6.1
RBPLJ1558+5625,2456576.2396,-0.040,0.005,-0.012,0.005,-0.039,0.005,-0.010,0.005,4.0,0.5,-83.0,3.5
RBPLJ1558+5625,2456590.2024,-0.027,0.004,0.024,0.004,-0.024,0.004,0.025,0.004,3.5,0.4,67.2,3.2
RBPLJ1558+5625,2456759.5915,-0.011,0.005,0.035,0.005,-0.009,0.005,0.036,0.005,3.7,0.5,51.7,3.9
RBPLJ1558+5625,2456764.4719,-0.018,0.010,-0.021,0.010,-0.017,0.010,-0.020,0.010,2.7,1.0,-65.5,11.7
RBPLJ1558+5625,2456777.5404,0.072,0.012,0.032,0.012,0.075,0.012,0.029,0.012,8.0,1.2,10.6,4.3
RBPLJ1558+5625,2456780.5223,0.079,0.006,-0.007,0.007,0.080,0.007,-0.010,0.007,8.0,0.7,-3.5,2.4
RBPLJ1558+5625,2456793.5244,0.084,0.009,-0.060,0.010,0.083,0.010,-0.063,0.010,10.4,1.0,-18.7,2.7
